AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
axis mutual fund,Axis Bluechip-G,3,1,6.37%,62.11,31.48%,9.97%,Rs.100.0,Shreyash Devalkar,35451.86 cr,Equity,Very High
axis mutual fund,Axis Equity ETFs FoF Reg-G,0,0,4.24%,16.58,36.74%,0,Rs.1000.0,Shreyash Devalkar,23.45 cr,Other,Very High
axis mutual fund,Axis India Manufacturing Reg-G,0,0,4.15%,14.55,0,0,Rs.500.0,Shreyash Devalkar,6375.52 cr,Equity,Very High
axis mutual fund,Axis Consumption Reg-G,0,0,0,0,0,0,Rs.500.0,Shreyash Devalkar,#0ME?,Equity,Risk Level
canara robeco mutual fund,Canara Robeco Flexi Cap Reg-G,0,3,5.91%,342.21,35.02%,14.56%,Rs.100.0,Shridatta Bhandwaldar,13510.37 cr,Equity,Very High
canara robeco mutual fund,Canara Robeco Small Cap Reg-G,4,4,6.16%,42.02,42.30%,24.41%,Rs.1000.0,Shridatta Bhandwaldar,12247.75 cr,Equity,Very High 
canara robeco mutual fund,Canara Robeco Consumer Trends Reg-G,0,3,9.02%,116.57,43.75%,20.73%,Rs.1000.0,Shridatta Bhandwaldar,1759.96 cr,Equity,High 
canara robeco mutual fund,Canara Robeco Emerging Equities Reg-G,3,2,5.99%,260.47,41.06%,17.06%,Rs.1000.0,Shridatta Bhandwaldar,25038.82 cr,Equity,High 
canara robeco mutual fund,Canara Robeco Focused Equity Reg-G,3,4,8.09%,19.91,38.26%,18.33%,Rs.1000.0,Shridatta Bhandwaldar,2550.89 cr,Equity,Moderately High 
canara robeco mutual fund,Canara Robeco Mid Cap Reg-G,0,0,5.06%,17.45,47.38%,0,Rs.1000.0,Shridatta Bhandwaldar,2707.0 cr,Equity,Very High
hsbc mutual fund,HSBC Dynamic Bond-G,3,3,1.20%,27.97,9.15%,5.38%,Rs.1000.0,Shriram Ramanathan,161.95 cr,Debt,Moderate
hsbc mutual fund,HSBC Liquid Reg-G,4,4,0.58%,2464.84,7.33%,6%,Rs.1000.0,Shriram Ramanathan,18418.61 cr,Debt,Low to Moderate
hsbc mutual fund,HSBC Gilt-G,2,1,1.26%,63.24,9.13%,4.91%,Rs.1000.0,Shriram Ramanathan,192.25 cr,Debt,Moderate
hsbc mutual fund,HSBC Money Market-G,4,3,0.59%,24.86,7.27%,5.69%,Rs.1000.0,Shriram Ramanathan,2239.63 cr,Debt,Low to Moderate
hsbc mutual fund,HSBC Short Duration Reg-G,3,2,0.71%,24.79,7.49%,5.08%,Rs.1000.0,Shriram Ramanathan,3783.16 cr,Debt,Moderate
hsbc mutual fund,HSBCLow Duration-G,4,4,0.57%,26.67,7.25%,5.69%,Rs.1000.0,Shriram Ramanathan,459.19 cr,Debt,Low to Moderate
hsbc mutual fund,HSBC Medium to Long Duration-G,2,1,1.04%,39.94,7.93%,4.25%,Rs.1000.0,Shriram Ramanathan,47.87 cr,Debt,Moderate
hsbc mutual fund,HSBC Corporate Bond-G,4,1,0.83%,68.43,7.78%,5.19%,Rs.1000.0,Shriram Ramanathan,6176.66 cr,Debt,Moderate
hsbc mutual fund,HSBC Medium Duration Reg-G,3,3,0.83%,19.11,7.99%,5.49%,Rs.1000.0,Shriram Ramanathan,817.46 cr,Debt,Moderate
hsbc mutual fund,HSBC Credit Risk-G,3,3,0.68%,27.08,6.91%,5.78%,Rs.500.0,Shriram Ramanathan,573.89 cr,Debt,Moderate
hsbc mutual fund,HSBC Aggressive Hybrid-G,3,3,3.71%,56.08,33.13%,14.80%,Rs.500.0,Shriram Ramanathan,5855.82 cr,Hybrid,Very High
hsbc mutual fund,HSBC Liquid-G,3,0,0.58%,3556.28,7.33%,5.67%,Rs.5000.0,Shriram Ramanathan,18418.61 cr,Debt,Low to Moderate
motilal oswal mutual fund,Motilal Oswal Flexi Cap Reg-G,0,3,10.30%,62.06,57.61%,19.79%,Rs.500.0,Siddharth Bothra,11728.02 cr,Equity,Moderate 
motilal oswal mutual fund,Motilal Oswal Focused Reg-G,3,2,11.55%,51.74,39.25%,14.66%,Rs.500.0,Siddharth Bothra,2142.16 cr,Equity,Very High
motilal oswal mutual fund,Motilal Oswal Equity Hybrid Reg-G,2,0,0,18.22,0,0,Rs.500.0,Siddharth Bothra,417.89 cr,Hybrid,Very High
nippon india mutual fund,Nippon India Nifty AAA CPSE Bond Plus SDL - A,0,0,0.61%,11.4,7.71%,0,Rs.100.0,Siddharth Deb,3556.08 cr,Other,Low to Moderate
nippon india mutual fund,Nippon India Nifty G-Sec Sep 2027 Maturity In,0,0,0.68%,11.34,8.04%,0,Rs.100.0,Siddharth Deb,416.01 cr,Other,Low to Moderate
nippon india mutual fund,Nippon India Nifty AAA PSU Bond Plus SDL - Se,0,0,0.60%,11.42,7.56%,0,Rs.100.0,Siddharth Deb,444.85 cr,Other,Low to Moderate
mirae asset mutual fund,Mirae Asset Global X Artificial Intelligence,0,0,4.99%,17.29,25.36%,0,Rs.500.0,Siddharth Srivastava,312.14 cr,Other,Very High
mirae asset mutual fund,Mirae Asset Global Electric & Autonomous,0,0,3.21%,8.8,14.02%,0,Rs.500.0,Siddharth Srivastava,62.9 cr,Other,Very High
sbi mutual fund,SBI Magnum Midcap-G,3,4,6.18%,246.86,37.31%,23.26%,Rs.500.0,Sohini Andani,21516.89 cr,Equity,High 
sbi mutual fund,SBI Bluechip-G,4,3,5.52%,92.94,28.21%,15.34%,Rs.500.0,Sohini Andani,51632.73 cr,Equity,Very High
hsbc mutual fund,HSBC Global Equity Climate Change FoF Reg-G,0,0,4.40%,10.38,15.39%,2.07%,Rs.1000.0,Sonal Gupta,101.54 cr,Other,Very High
hsbc mutual fund,HSBC Global Emerging Markets-G,2,0,0.55%,18.5,11.50%,2.73%,Rs.500.0,Sonal Gupta,34.96 cr,Other,Very High
hsbc mutual fund,HSBC Brazil-G,0,0,2.38%,7.2,1.71%,0.19%,Rs.500.0,Sonal Gupta,40.73 cr,Other,Very High
hsbc mutual fund,HSBC Asia Pacific (Ex Japan) Dividend Yield R,0,0,1.80%,21.12,17.17%,3.80%,Rs.500.0,Sonal Gupta,7.03 cr,Other,Very High
tata mutual fund,Tata India Consumer Reg-G,0,2,8.09%,47.49,46.75%,21.39%,Rs.100.0,Sonam Udasi,2371.44 cr,Equity,High 
tata mutual fund,Tata Equity PE Reg-G,4,3,6.23%,378.59,51.17%,25.02%,Rs.100.0,Sonam Udasi,9042.95 cr,Equity,Very High
tata mutual fund,Tata BSE Sensex Index Reg,2,2,4.99%,207.16,23.57%,13.19%,Rs.150.0,Sonam Udasi,371.63 cr,Other,Very High
tata mutual fund,Tata Nifty 50 Index Reg,2,3,5.06%,156.85,27.01%,14.14%,Rs.150.0,Sonam Udasi,893.96 cr,Other,Very High
uti mutual fund,UTI Short Duration Discontinued Regular-G,4,0,0.77%,41.92,7.40%,6.96%,Rs.10000.0,Sudhir Agrawal,2884.39 cr,Debt,Moderate
uti mutual fund,UTI Gilt Discontinued PF-G,4,0,1.19%,44.31,9.36%,5.81%,Rs.100000.0,Sudhir Agrawal,647.48 cr,Debt,Moderate
uti mutual fund,UTI Floater Reg-G,2,3,0.54%,1410.47,6.86%,5.34%,Rs.500.0,Sudhir Agrawal,1361.81 cr,Debt,Low to Moderate
uti mutual fund,UTI Short Duration Reg-G,4,5,0.80%,29.76,7.80%,7.32%,Rs.500.0,Sudhir Agrawal,2884.39 cr,Debt,Moderate
uti mutual fund,UTI Dynamic Bond Reg-G,4,3,1.11%,29.2,8.54%,10.99%,Rs.500.0,Sudhir Agrawal,456.33 cr,Debt,Moderate
uti mutual fund,UTI Gilt Reg-G,4,4,1.19%,59.6,9.36%,5.81%,Rs.500.0,Sudhir Agrawal,647.48 cr,Debt,Moderate
sundaram mutual fund,Sundaram Diversified Equity-G,1,0,5.62%,224.5,27.31%,15.18%,Rs.100.0,Sudhir Kedia,1673.99 cr,Equity,Very High
sundaram mutual fund,Sundaram ELSS Tax Saver,3,3,5.34%,515.23,31.14%,17.33%,Rs.500.0,Sudhir Kedia,1411.24 cr,Equity,Moderate 
canara robeco mutual fund,Canara Robeco Overnight Reg-G,0,3,0.53%,1273.33,6.70%,5.63%,Rs.1000.0,Suman Prasad,121.42 cr,Debt,Low
canara robeco mutual fund,Canara Robeco Corporate Bond Reg-G,3,3,0.80%,20.53,7.27%,4.95%,Rs.1000.0,Suman Prasad,135.76 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Balanced Advantage Reg-G,0,0,4.11%,10.38,0,0,Rs.1000.0,Suman Prasad,1437.47 cr,Hybrid,Very High
canara robeco mutual fund,Canara Robeco Short Duration Reg-G,3,3,0.68%,23.92,7.03%,4.92%,Rs.1000.0,Suman Prasad,349.22 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Ultra Short Term Reg-G,3,2,0.53%,3596.73,6.60%,5.24%,Rs.500.0,Suman Prasad,553.81 cr,Debt,Low to Moderate
bandhan mutual fund,Bandhan Conservative Hybrid Reg-G,3,2,2.07%,31.07,13.02%,6.13%,Rs.100.0,Sumit Agrawal,116.93 cr,Hybrid,Moderately High
bandhan mutual fund,Bandhan Focused Equity Reg-G,2,3,9.87%,87.42,43.47%,18.04%,Rs.100.0,Sumit Agrawal,1743.48 cr,Equity,Moderately High 
aditya birla sun life mutual fund,Aditya Birla SL Liquid Inst-G,4,0,0.58%,663.27,7.34%,6.01%,Rs.1.0E7,Sunaina da Cunha,51991.37 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Liquid Reg-G,5,5,0.58%,398.28,7.34%,6.01%,Rs.100.0,Sunaina da Cunha,51991.37 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Credit Risk Reg-G,3,3,1.00%,19.6,8.76%,7.36%,Rs.100.0,Sunaina da Cunha,914.25 cr,Debt,Moderately High
aditya birla sun life mutual fund,Aditya Birla SL Savings Reg-G,5,4,0.59%,515.23,7.45%,6.10%,Rs.1000.0,Sunaina da Cunha,13722.28 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Medium Term Reg-G,5,5,0.93%,35.86,8.42%,12.84%,Rs.1000.0,Sunaina da Cunha,1892.36 cr,Debt,Moderately High
aditya birla sun life mutual fund,Aditya Birla SL Savings Ret-G,5,0,0.59%,498.58,7.45%,6.10%,Rs.10000.0,Sunaina da Cunha,13722.28 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Liquid Ret-G,4,0,0.58%,646.45,7.34%,6.01%,Rs.10000.0,Sunaina da Cunha,51991.37 cr,Debt,Moderate
uti mutual fund,UTI Q Interval - II Reg-G,0,0,0.52%,29.02,6.64%,5.51%,Rs.10000.0,Sunil Madhukar Patil,2.4 cr,Debt,Low
uti mutual fund,UTI Q Interval Fund Sr VI Reg-G,0,0,0.52%,29.49,7.04%,5.69%,Rs.10000.0,Sunil Patil,10.41 cr,Debt,Low
uti mutual fund,UTI Q Interval Sr 1 Reg-G,0,0,0.55%,32.3,6.95%,5.64%,Rs.10000.0,Sunil Patil,9.76 cr,Debt,Low
uti mutual fund,UTI Long Duration Reg-G,0,0,1.30%,11.51,10.79%,0,Rs.500.0,Sunil Patil,103.22 cr,Debt,Moderate
uti mutual fund,UTI CRISIL SDL Maturity April 2033 Index Reg-,0,0,0.98%,11.54,9.02%,0,Rs.500.0,Sunil Patil,324.19 cr,Other,Moderate
uti mutual fund,UTI Multi Asset Allocation Reg-G,1,4,3.47%,73.43,39.65%,18.62%,Rs.500.0,Sunil Patil,3459.61 cr,Hybrid,High
uti mutual fund,UTI CRISIL SDL Maturity June 2027 Index Reg-G,0,0,0.61%,11.29,8.13%,0,Rs.500.0,Sunil Patil,81.14 cr,Other,Low to Moderate
navi mutual fund,Navi Liquid-G,5,2,0.56%,26.96,6.90%,5.96%,Rs.10.0,Surbhi Sharma,70.32 cr,Debt,Moderate
navi mutual fund,Navi Overnight Reg-G,0,0,0.46%,10.72,6.13%,0,Rs.10.0,Surbhi Sharma,9.28 cr,Debt,Low
nippon india mutual fund,Nippon India Credit Risk-G,3,4,0.70%,32.56,7.92%,6.39%,Rs.100.0,Sushil Budhia,1027.94 cr,Debt,High
nippon india mutual fund,Nippon India Credit Risk Inst-G,3,0,0.69%,33.95,7.87%,6.45%,Rs.3.0E7,Sushil Budhia,1027.94 cr,Debt,High
bandhan mutual fund,Bandhan Corporate Bond Reg-G,3,3,0.76%,18.01,7.47%,5.11%,Rs.100.0,Suyash Choudhary,13633.46 cr,Debt,Moderate
bandhan mutual fund,Bandhan Banking & PSU Debt Reg-G,4,4,0.70%,23.12,7.39%,5.46%,Rs.100.0,Suyash Choudhary,13887.95 cr,Debt,Moderate
bandhan mutual fund,Bandhan Bond Medium Term Reg-G,3,2,0.83%,43,7.76%,4.62%,Rs.100.0,Suyash Choudhary,1512.8 cr,Debt,Moderate
bandhan mutual fund,Bandhan GSF Investment Reg-G,4,3,1.66%,33.88,11.72%,6.13%,Rs.100.0,Suyash Choudhary,2647.5 cr,Debt,Moderate
bandhan mutual fund,Bandhan Dynamic Bond Reg-G,4,2,1.62%,32.72,11.11%,5.70%,Rs.100.0,Suyash Choudhary,2713.22 cr,Debt,Moderate
bandhan mutual fund,Bandhan Floating Rate Reg-G,2,3,0.79%,12.07,7.67%,5.65%,Rs.100.0,Suyash Choudhary,319.76 cr,Debt,Moderate
bandhan mutual fund,Bandhan Bond Income Reg-G,3,2,1.05%,62,8.30%,4.52%,Rs.100.0,Suyash Choudhary,477.57 cr,Debt,Moderate
bandhan mutual fund,Bandhan Bond Short Term Reg-G,4,2,0.77%,53.55,7.94%,5.39%,Rs.100.0,Suyash Choudhary,8908.66 cr,Debt,Moderate
motilal oswal mutual fund,Motilal Oswal Nifty Microcap 250 Index Reg-G,0,0,6.49%,18.71,58.36%,0,Rs.500.0,Swapnil P Mayekar,1486.57 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal BSE Financials ex Bank 30 Index,0,0,10.84%,16.39,37.23%,0,Rs.500.0,Swapnil P Mayekar,17.44 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nifty Midcap 150 Index Reg-G,0,3,5.43%,38.53,46.82%,25.69%,Rs.500.0,Swapnil P Mayekar,1866.01 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nifty 500 Index Reg-G,0,3,5.37%,26.61,36.14%,17.13%,Rs.500.0,Swapnil P Mayekar,2018.89 cr,Other,Low 
motilal oswal mutual fund,Motilal Oswal Nifty India Defence Index Reg-G,0,0,2.56%,8.95,0,0,Rs.500.0,Swapnil P Mayekar,2257.49 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nifty Next 50 Index Reg-G,0,4,5.32%,25.96,64.42%,20.44%,Rs.500.0,Swapnil P Mayekar,292.41 cr,Other,Low 
motilal oswal mutual fund,Motilal Oswal BSE Quality Index Reg-G,0,0,3.32%,18.67,53.69%,0,Rs.500.0,Swapnil P Mayekar,30.55 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nasdaq 100 FOF Reg-G,0,0,3.96%,33.03,27.87%,11.63%,Rs.500.0,Swapnil P Mayekar,4947.33 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nifty 50 Index Reg-G,0,2,5.06%,21.28,27.07%,14.11%,Rs.500.0,Swapnil P Mayekar,572.95 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nifty Bank Index Reg-G,0,2,4.15%,18.49,12.98%,12.33%,Rs.500.0,Swapnil P Mayekar,599.97 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nifty Smallcap 250 Index Reg-G,0,2,7.85%,39.96,52.05%,25.32%,Rs.500.0,Swapnil P Mayekar,822.3 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal Nifty 200 Momentum 30 Index Reg,0,0,3.33%,17.9,60.20%,0,Rs.500.0,Swapnil P Mayekar,830.83 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal BSE Enhanced Value Index Reg-G,0,0,2.94%,25.77,68.07%,0,Rs.500.0,Swapnil P Mayekar,842.03 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal BSELow Volatility Index Reg-G,0,0,5.48%,17.46,36.93%,0,Rs.500.0,Swapnil P Mayekar,94.54 cr,Other,Very High
invesco mutual fund,Invesco India Contra-G,5,3,7.13%,139.28,50.44%,22.68%,Rs.100.0,Taher Badshah,17817.05 cr,Equity,High 
invesco mutual fund,Invesco India Flexi Cap Reg-G,0,0,8.46%,18.97,53.60%,0,Rs.500.0,Taher Badshah,2117.26 cr,Equity,Very High
invesco mutual fund,Invesco India Focused Fund Reg-G,4,4,9.06%,28.89,68.45%,23.58%,Rs.500.0,Taher Badshah,3080.48 cr,Equity,Moderately High 
invesco mutual fund,Invesco India Smallcap Reg-G,3,4,10.25%,42.82,60.19%,27.78%,Rs.500.0,Taher Badshah,5092.95 cr,Equity,Very High 
invesco mutual fund,Invesco India ESG Integration Strategy Reg-G,0,0,6.69%,18.67,37.58%,13.57%,Rs.500.0,Taher Badshah,552.04 cr,Equity,Very High
sbi mutual fund,SBI Healthcare Opportunities-G,0,4,8.54%,421.68,50.36%,21.48%,Rs.500.0,Tanmaya Desai,3202.66 cr,Equity,High 
sbi mutual fund,SBI Automotive Opportunities Reg-G,0,0,4.05%,10.84,0,0,Rs.500.0,Tanmaya Desai,6648.97 cr,Equity,Very High
tata mutual fund,Tata Silver ETF FoF Reg-G,0,0,5.73%,11.82,0,0,Rs.150.0,Tapan Patel,51.12 cr,Other,Very High
tata mutual fund,Tata Gold ETF FoF Reg-G,0,0,3.78%,11.53,0,0,Rs.150.0,Tapan Patel,85.41 cr,Other,High
edelweiss mutual fund,Edelweiss Large & Mid Cap Reg-G,3,3,6.67%,88.98,42.39%,19.85%,Rs.100.0,Trideep Bhattacharya,3655.14 cr,Equity,Moderately High 
edelweiss mutual fund,Edelweiss Focused Reg-G,0,0,5.83%,17.04,41.44%,0,Rs.100.0,Trideep Bhattacharya,912.31 cr,Equity,Very High
uti mutual fund,UTI Healthcare Reg-G,0,3,9.08%,289.35,56.86%,19.27%,Rs.500.0,V Srivatsa,1167.75 cr,Equity,High 
uti mutual fund,UTI Large & Mid Cap Reg-G,3,4,6.20%,184.53,48.34%,23.45%,Rs.500.0,V Srivatsa,3931.11 cr,Equity,High 
uti mutual fund,UTI Retirement Reg,0,0,3.15%,48.54,21.80%,13.19%,Rs.500.0,V Srivatsa,4704.68 cr,Other,High
uti mutual fund,UTI Equity Savings Reg-G,3,4,1.72%,17.69,15.80%,11.14%,Rs.500.0,V Srivatsa,503.12 cr,Hybrid,Moderate
uti mutual fund,UTI Aggressive Hybrid Reg-G,4,4,4.97%,407.4,33.89%,18.51%,Rs.500.0,V Srivatsa,6189.11 cr,Hybrid,Very High
uti mutual fund,UTI Aggressive Hybrid Reg-G Canserve,0,4,4.97%,407.4,33.89%,18.51%,Rs.500.0,V Srivatsa,6189.11 cr,Hybrid,Very High
franklin templeton mutual fund,Franklin Asian Equity-G,4,0,2.58%,28.21,14.04%,2.15%,Rs.500.0,Varun Sharma,247.79 cr,Equity,Very High
franklin templeton mutual fund,Franklin India NSE Nifty 50 Index-G,2,2,5.06%,203.13,26.88%,13.96%,Rs.500.0,Varun Sharma,728.35 cr,Other,Very High
quant mutual fund,Quant Infrastructure-G,4,4,1.77%,42.13,60%,30.93%,Rs.1000.0,Vasav Sahgal,3990.92 cr,Equity,High 
quant mutual fund,Quant ELSS Tax Saver-G,5,5,3.47%,407.92,45.32%,24.53%,Rs.500.0,Vasav Sahgal,11124.71 cr,Equity,Moderate 
hsbc mutual fund,HSBC Value-G,4,4,6.44%,111.78,48.58%,25.60%,Rs.500.0,Venugopal Manghat,13871.64 cr,Equity,Very High
hsbc mutual fund,HSBC Small Cap-G,3,3,7.32%,89.66,44.76%,28.03%,Rs.500.0,Venugopal Manghat,16982.89 cr,Equity,Very High 
hsbc mutual fund,HSBC Infrastructure-G,3,3,4.89%,51.3,53.68%,31.34%,Rs.500.0,Venugopal Manghat,2803.61 cr,Equity,Very High
hsbc mutual fund,HSBC Multi Cap Reg-G,0,0,5.52%,19.29,52.33%,0,Rs.500.0,Venugopal Manghat,4088.38 cr,Equity,Very High
hsbc mutual fund,HSBC Flexi Cap-G,0,4,7.00%,225.4,45.88%,21.45%,Rs.500.0,Venugopal Manghat,5077.97 cr,Equity,Moderate 
hsbc mutual fund,HSBC Business Cycles Reg-G,2,0,7.28%,43.98,51.54%,25.15%,Rs.500.0,Venugopal Manghat,976.93 cr,Equity,Very High
hsbc mutual fund,HSBC Midcap-G,3,3,7.04%,403.1,58.96%,24.17%,Rs.500.0,Vihang Naik,12021.31 cr,Equity,High 
hdfc mutual fund,HDFC Nifty G-sec Dec 2026 Index Reg-G,0,0,0.66%,11.44,7.96%,0,Rs.100.0,Vikash Agarwal,1293.21 cr,Other,Low to Moderate
hdfc mutual fund,HDFC Money Market-G,4,3,0.59%,5380.44,7.51%,6.15%,Rs.100.0,Vikash Agarwal,28725.37 cr,Debt,Low to Moderate
hdfc mutual fund,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Inde,0,0,0.66%,11.17,8.10%,0,Rs.100.0,Vikash Agarwal,47.54 cr,Other,Low to Moderate
hdfc mutual fund,HDFC Nifty G-Sec July 2031 Index Reg-G,0,0,1.09%,11.67,9.48%,0,Rs.100.0,Vikash Agarwal,648.88 cr,Other,Moderate
dsp mutual fund,DSP Equity & Bond-G,3,3,5.95%,352.14,31.35%,13.85%,Rs.100.0,Vikram Chopra,10322.86 cr,Hybrid,Very High
dsp mutual fund,DSP Gilt-G,4,4,1.59%,91.17,10.50%,6.40%,Rs.100.0,Vikram Chopra,1211.45 cr,Debt,Moderate
dsp mutual fund,DSP Strategic Bond Reg-G,4,3,1.57%,3209.6,9.95%,6.21%,Rs.100.0,Vikram Chopra,1502.67 cr,Debt,Moderate
dsp mutual fund,DSP Regular Savings Reg-G,3,3,1.94%,55.8,15.36%,8.23%,Rs.100.0,Vikram Chopra,178.41 cr,Hybrid,Moderately High
dsp mutual fund,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index,0,0,0.77%,11.65,8.37%,0,Rs.100.0,Vikram Chopra,2273.22 cr,Other,Low to Moderate
dsp mutual fund,DSP Banking & PSU Debt Reg-G,4,3,1.02%,22.63,8.42%,5.65%,Rs.100.0,Vikram Chopra,2533.14 cr,Debt,Moderate
dsp mutual fund,DSP 10Y G-Sec Reg-G,2,0,1.10%,20.43,9.18%,4.87%,Rs.100.0,Vikram Chopra,54.4 cr,Debt,Moderate
nippon india mutual fund,Nippon India Multi Asset Allocation Reg-G,0,3,3.20%,20.33,31.48%,16.21%,Rs.100.0,Vikram Dhawan,4095.21 cr,Hybrid,Moderate 
baroda bnp paribas mutual fund,Baroda BNP Paribas Arbitrage Reg-G,0,3,0.60%,15.28,7.68%,5.82%,Rs.500.0,Vikram Pamnani,1301.1 cr,Hybrid,Low
baroda bnp paribas mutual fund,Baroda BNP Paribas Overnight Reg-G,0,4,0.54%,1291.08,6.72%,5.62%,Rs.500.0,Vikram Pamnani,816.43 cr,Debt,Low
union mutual fund,Union Multicap Reg-G,0,0,6.88%,16.47,38.29%,0,Rs.500.0,Vinay Paharia,1093.45 cr,Equity,Very High
union mutual fund,Union Midcap Reg-G,2,2,5.89%,48.89,43.67%,21.28%,Rs.500.0,Vinay Paharia,1406.99 cr,Equity,High 
union mutual fund,Union Retirement Reg-G,0,0,5.78%,15.93,35%,0,Rs.500.0,Vinay Paharia,149.25 cr,Other,Very High
union mutual fund,Union Small Cap Reg-G,2,2,6.98%,51.49,35.14%,22.12%,Rs.500.0,Vinay Paharia,1632.44 cr,Equity,Very High 
union mutual fund,Union Flexi Cap-G,0,4,5.56%,52.01,32.44%,15.74%,Rs.500.0,Vinay Paharia,2306.94 cr,Equity,Very High
union mutual fund,Union Value Reg-G,3,3,5.10%,28.85,37.97%,20.75%,Rs.500.0,Vinay Paharia,292.89 cr,Equity,High 
union mutual fund,Union Largecap Reg-G,2,3,4.99%,24.19,28.06%,13.68%,Rs.500.0,Vinay Paharia,421.9 cr,Equity,Very High
union mutual fund,Union Focused Reg-G,3,3,4.99%,25.87,26.13%,13.09%,Rs.500.0,Vinay Paharia,426.55 cr,Equity,Very High
union mutual fund,Union Large & Midcap Reg-G,2,3,5.79%,26.32,34.08%,17.06%,Rs.500.0,Vinay Paharia,860.15 cr,Equity,High 
union mutual fund,Union ELSS Tax Saver-G,2,4,6.39%,66.81,34.10%,17.42%,Rs.500.0,Vinay Paharia,969.01 cr,Equity,Moderate 
nippon india mutual fund,Nippon India Innovation Reg-G,0,0,5.83%,14.91,46.32%,0,Rs.100.0,Vinay Sharma,2146.24 cr,Equity,Very High
nippon india mutual fund,Nippon India Banking & Financial Services,3,4,6.91%,589.88,25.39%,18.62%,Rs.100.0,Vinay Sharma,6138.44 cr,Equity,Very High
nippon india mutual fund,Nippon India Focused Equity-G,3,3,5.65%,123.83,30.52%,17.98%,Rs.100.0,Vinay Sharma,8887.35 cr,Equity,Moderately High 
axis mutual fund,InActive_Axis US Treasury Dynamic Bond ETF Fo,0,0,0,0,0,0,Rs.100.0,Vinayak Jayanath,#0ME?,Other,Low
axis mutual fund,Axis S&P 500 ETF FoF Reg-G,0,0,0,0,0,0,Rs.500.0,Vinayak Jayanath,0.0 cr,Other,Very High
dsp mutual fund,DSP Small Cap Reg-G,3,2,6.76%,205.45,42.66%,26.06%,Rs.100.0,Vinit Sambre,16571.97 cr,Equity,Very High 
dsp mutual fund,DSP Midcap Reg-G,2,1,5.77%,152.99,44.34%,18.06%,Rs.100.0,Vinit Sambre,20068.84 cr,Equity,High 
dsp mutual fund,DSP Focus-G,2,2,7.14%,55.82,42.15%,16.74%,Rs.100.0,Vinit Sambre,2667.24 cr,Equity,Moderately High 
dsp mutual fund,DSP Healthcare Reg-G,0,3,7.64%,40.87,57.09%,19.74%,Rs.100.0,Vinit Sambre,2934.17 cr,Equity,Moderately High 
aditya birla sun life mutual fund,Aditya Birla SL Asset Allocator FoF Reg-G,3,3,3.41%,64.79,31.25%,14.70%,Rs.100.0,Vinod Bhat,181.17 cr,Other,Very High
aditya birla sun life mutual fund,Aditya Birla SL Financial Planning FoF Aggres,2,2,3.96%,53.35,33.47%,16.59%,Rs.100.0,Vinod Bhat,224.41 cr,Other,Moderate 
aditya birla sun life mutual fund,Aditya Birla SL Financial Planning FoF Modera,2,3,3.20%,41.25,26.45%,13.88%,Rs.100.0,Vinod Bhat,37.08 cr,Other,High
aditya birla sun life mutual fund,Aditya Birla SL International Equity B-G,0,0,0,28.8,0,0,Rs.1000.0,Vinod Bhat,93.19 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Financial Planning FoF Conser,3,3,2.40%,32.86,19.46%,11.21%,Rs.500.0,Vinod Bhat,19.22 cr,Other,High
sbi mutual fund,SBI Nifty50 Equal Weight Index Reg-G,0,0,5.79%,12.06,0,0,Rs.500.0,Viral Chhadva,1097.61 cr,Other,Very High
uti mutual fund,UTI Focused Reg-G,3,3,6.77%,16.53,37.65%,17.29%,Rs.500.0,Vishal Chopda,2879.87 cr,Equity,Moderately High 
uti mutual fund,UTI ELSS Tax Saver-G,2,2,6.15%,217.33,34.60%,14.61%,Rs.500.0,Vishal Chopda,4121.16 cr,Equity,Very High
uti mutual fund,UTI India Consumer Reg-G,4,1,6.40%,62.29,42.85%,17.08%,Rs.500.0,Vishal Chopda,727.62 cr,Equity,High 
